Condition_numeric,type,condition_category,Strain,corrected_individual_rate,corrected_individual_OD,order,Species,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,phylum_color,class_color,order_color,family_color
4,osmolality,~890 mOsm/kg,Bacteroides ovatus 3_8_47FAA HM-222,0.073002429,1.057,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides ovatus 3_8_47FAA HM-222,0,0,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides ovatus 3_8_47FAA HM-222,0,0,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides ovatus 3_8_47FAA HM-222,0,0,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides ovatus 3_8_47FAA HM-222,0.025816804,0.62,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides ovatus 3_8_47FAA HM-222,0.022292865,0.594,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides ovatus 3_8_47FAA HM-222,0.028107303,0.649,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides ovatus 3_8_47FAA HM-222,0.084150865,1.17,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides ovatus 3_8_47FAA HM-222,0.092322243,1.137,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides ovatus 3_8_47FAA HM-222,0.090892261,1.162,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides ovatus 3_8_47FAA HM-222,0.010437225,0.482,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides ovatus 3_8_47FAA HM-222,0.023058876,0.683,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides ovatus 3_8_47FAA HM-222,0.013549784,0.499,18,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides ovatus ATCC 8483,0.104668199,1.1,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides ovatus ATCC 8483,0.108183367,1.117,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides ovatus ATCC 8483,0.096798946,1.101,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides ovatus ATCC 8483,0.042336224,0.692,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides ovatus ATCC 8483,0.04208194,0.702,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides ovatus ATCC 8483,0.042780358,0.704,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides ovatus ATCC 8483,0,0,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides ovatus ATCC 8483,0.019134654,0.493,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides ovatus ATCC 8483,0.019091837,0.523,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides ovatus ATCC 8483,0.019532243,0.496,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides ovatus ATCC 8483,0.072869377,0.884,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides ovatus ATCC 8483,0.068993772,0.893,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides ovatus ATCC 8483,0.067766651,0.882,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides ovatus ATCC 8483,0.04962775,0.863,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides ovatus ATCC 8483,0.048778591,0.828,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides ovatus ATCC 8483,0.053414646,0.886,19,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
10,pH,pH 4,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
10,pH,pH 4,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
10,pH,pH 4,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
11,pH,pH 5.5,Bacteroides ovatus isolate #1,0.039872408,0.021,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
11,pH,pH 5.5,Bacteroides ovatus isolate #1,0.248145901,1.063,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
11,pH,pH 5.5,Bacteroides ovatus isolate #1,0.030386573,0.14,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
12,pH,pH 6.9,Bacteroides ovatus isolate #1,0.187987037,1.192,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
12,pH,pH 6.9,Bacteroides ovatus isolate #1,0.190491255,1.211,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
12,pH,pH 6.9,Bacteroides ovatus isolate #1,0.202755218,1.224,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
13,pH,pH 7.4,Bacteroides ovatus isolate #1,0.161527752,0.978,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
13,pH,pH 7.4,Bacteroides ovatus isolate #1,0.155489085,1.002,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
13,pH,pH 7.4,Bacteroides ovatus isolate #1,0.177927124,1.018,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,osmolality,lowest osmolality,Bacteroides ovatus isolate #1,0.17416428,1.083,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,osmolality,lowest osmolality,Bacteroides ovatus isolate #1,0.151900809,1.027,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,osmolality,lowest osmolality,Bacteroides ovatus isolate #1,0.170491238,1.07,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,osmolality,~890 mOsm/kg,Bacteroides ovatus isolate #1,0.209329552,1.124,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,osmolality,~890 mOsm/kg,Bacteroides ovatus isolate #1,0.206392761,1.078,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,osmolality,~890 mOsm/kg,Bacteroides ovatus isolate #1,0.210218856,1.101,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1170 mOsm/kg,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1170 mOsm/kg,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1170 mOsm/kg,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,~1800 mOsm/kg,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,~1800 mOsm/kg,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,~1800 mOsm/kg,Bacteroides ovatus isolate #1,0,0,20,Bacteroides ovatus,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides sp. 4_1_36 HM-258,0.101964137,0.964,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides sp. 4_1_36 HM-258,0.105947809,0.938,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides sp. 4_1_36 HM-258,0.101766013,0.975,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0.049430035,0.665,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0.04780737,0.673,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides sp. 4_1_36 HM-258,0.050711359,0.672,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides sp. 4_1_36 HM-258,0,0,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides sp. 4_1_36 HM-258,0.013719515,0.306,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides sp. 4_1_36 HM-258,0.014165178,0.311,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides sp. 4_1_36 HM-258,0.013942681,0.309,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides sp. 4_1_36 HM-258,0.089091795,0.919,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides sp. 4_1_36 HM-258,0.089195495,0.916,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides sp. 4_1_36 HM-258,0.090493478,0.913,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides sp. 4_1_36 HM-258,0.09365503,0.815,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides sp. 4_1_36 HM-258,0,0.83,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides sp. 4_1_36 HM-258,0.089231795,0.803,21,Bacteroides sp.,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides thetaiotaomicron 3731 ,0,0,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides thetaiotaomicron 3731 ,0,0,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides thetaiotaomicron 3731 ,0,0,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides thetaiotaomicron 3731 ,0.018619808,0.388,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides thetaiotaomicron 3731 ,0.01497708,0.352,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides thetaiotaomicron 3731 ,0.026334578,0.482,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides thetaiotaomicron 3731 ,0.043539177,0.833,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides thetaiotaomicron 3731 ,0.259833261,0.843,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
7,pH,pH 6.9,Bacteroides thetaiotaomicron 3731 ,0.177552997,0.811,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides thetaiotaomicron 3731 ,0.425965339,1.186,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides thetaiotaomicron 3731 ,0.398267282,1.155,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
8,pH,pH 7.4,Bacteroides thetaiotaomicron 3731 ,0.416468296,1.214,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides thetaiotaomicron 3731 ,0.036625667,0.634,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides thetaiotaomicron 3731 ,0.029975062,0.642,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
3,osmolality,lowest osmolality,Bacteroides thetaiotaomicron 3731 ,0.034308984,0.675,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0.159006692,0.667,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0.143366465,0.623,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
4,osmolality,~890 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0.035564623,0.72,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0.025864105,0.427,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0.025042313,0.384,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
1,osmolality,~1170 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0.026760305,0.368,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0,0,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0,0,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
2,osmolality,~1800 mOsm/kg,Bacteroides thetaiotaomicron 3731 ,0,0,22,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides thetaiotaomicron VPI 5482,0,0,23,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides thetaiotaomicron VPI 5482,0,0,23,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
5,pH,pH 4,Bacteroides thetaiotaomicron VPI 5482,0,0,23,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides thetaiotaomicron VPI 5482,0.023096744,0.391,23,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
6,pH,pH 5.5,Bacteroides thetaiotaomicron VPI 5482,0.028974447,0.451,23,Bacteroides thetaiotaomicron,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#009e73,#1aa881,#31b18e,#5fc2a7
