Condition_numeric,type,condition_category,Strain,category_magnitude,delta_pH,corrected_individual_rate,corrected_individual_OD,corrected_lag_time,condition,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,,,,
8,pH,pH 7.4,Citrobacter youngae ATCC 29220,1,0.414840628,0.408539321,1.413,0.477222222,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,,,
8,pH,pH 7.4,Citrobacter youngae ATCC 29220,1,0.400070181,0.463480417,1.422,0.255555556,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,,,
8,pH,pH 7.4,Citrobacter youngae ATCC 29220,1,0.406202222,0.468656788,1.384,0.255555556,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,,,,
6,osmolality,condition 1: lowest osmolality,Clostridioides difficile M68 ,1,0.224093208,0.275592654,0.884,0.224093208,472,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
6,osmolality,condition 1: lowest osmolality,Clostridioides difficile M68 ,1,0.258905367,0.292644272,0.841,0.258905367,472,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
6,osmolality,condition 1: lowest osmolality,Clostridioides difficile M68 ,1,0,0.355977438,0.865,0,472,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
7,osmolality,condition 2: ~890 mOsm/kg,Clostridioides difficile M68 ,2,0.206823717,0.052657868,0.363,0.206823717,862,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
7,osmolality,condition 2: ~890 mOsm/kg,Clostridioides difficile M68 ,2,0,0.065336252,0.4,0,862,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
7,osmolality,condition 2: ~890 mOsm/kg,Clostridioides difficile M68 ,2,0.182809989,0.065932504,0.308,0.182809989,862,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
2,osmolality,condition 3: ~1170 mOsm/kg,Clostridioides difficile M68 ,3,0.093964853,0.04221196,0.85,0.093964853,1247,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
2,osmolality,condition 3: ~1170 mOsm/kg,Clostridioides difficile M68 ,3,0,0.044159443,0.838,0,1247,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
2,osmolality,condition 3: ~1170 mOsm/kg,Clostridioides difficile M68 ,3,0.089216597,0.131490015,1.004,0.089216597,1247,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
3,osmolality,condition 4: ~1800 mOsm/kg,Clostridioides difficile M68 ,4,0,0,0,0,1824,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
3,osmolality,condition 4: ~1800 mOsm/kg,Clostridioides difficile M68 ,4,0,0,0,0,1824,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
3,osmolality,condition 4: ~1800 mOsm/kg,Clostridioides difficile M68 ,4,0,0,0,0,1824,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
9,pH,pH 4,Clostridioides difficile M68 ,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
9,pH,pH 4,Clostridioides difficile M68 ,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
9,pH,pH 4,Clostridioides difficile M68 ,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
10,pH,pH 5.5,Clostridioides difficile M68 ,3,-0.127443066,0.039190144,0.378,-0.127443066,5.6,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
10,pH,pH 5.5,Clostridioides difficile M68 ,3,0.006439578,0.041890089,0.403,0.006439578,5.6,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
10,pH,pH 5.5,Clostridioides difficile M68 ,3,0.241520236,0.042378673,0.411,0.241520236,5.6,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
11,pH,pH 6.9,Clostridioides difficile M68 ,2,0.304109962,0.099494133,0.681,0.304109962,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
11,pH,pH 6.9,Clostridioides difficile M68 ,2,0.215327793,0.105056747,0.695,0.215327793,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
11,pH,pH 6.9,Clostridioides difficile M68 ,2,0,0.114218819,0.732,0,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
12,pH,pH 7.4,Clostridioides difficile M68 ,1,0,0,0,0,7.5,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
12,pH,pH 7.4,Clostridioides difficile M68 ,1,0,0,0,0,7.5,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
12,pH,pH 7.4,Clostridioides difficile M68 ,1,0,0,0,0,7.5,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,,,,
3,osmolality,condition 1: lowest osmolality,Clostridium sporogenes ATCC 15579,1,0.384993496,0.405039779,1.137,1.363333333,446,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
3,osmolality,condition 1: lowest osmolality,Clostridium sporogenes ATCC 15579,1,0.324559067,0.494982403,1.149,1.363333333,446,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
3,osmolality,condition 1: lowest osmolality,Clostridium sporogenes ATCC 15579,1,0,0.505542605,1.179,1.363333333,446,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Clostridium sporogenes ATCC 15579,2,0,0.326439555,1.257,0.033888889,891,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Clostridium sporogenes ATCC 15579,2,0.321355216,0.32764741,1.239,1.806666667,891,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Clostridium sporogenes ATCC 15579,2,0.348928023,0.329304752,1.226,1.585,891,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Clostridium sporogenes ATCC 15579,3,0.286391673,0.226762666,1.114,2.471666667,1179,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Clostridium sporogenes ATCC 15579,3,0.340674479,0.242523127,1.127,2.25,1179,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Clostridium sporogenes ATCC 15579,3,0,0.24575743,1.111,0.033888889,1179,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Clostridium sporogenes ATCC 15579,4,0.433256699,0.069494316,0.908,8.456388889,1784,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Clostridium sporogenes ATCC 15579,4,0.352924887,0.072242578,0.984,7.569722222,1784,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Clostridium sporogenes ATCC 15579,4,0,0.093120948,0.957,6.683333333,1784,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
5,pH,pH 4,Clostridium sporogenes ATCC 15579,4,0,0,0,0,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
5,pH,pH 4,Clostridium sporogenes ATCC 15579,4,0,0,0,0,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
5,pH,pH 4,Clostridium sporogenes ATCC 15579,4,0,0,0,0,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
6,pH,pH 5.5,Clostridium sporogenes ATCC 15579,3,0.052972762,0.291753701,0.934,2.471666667,5.4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
6,pH,pH 5.5,Clostridium sporogenes ATCC 15579,3,0.217838998,0.311109773,0.889,2.693333333,5.4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
6,pH,pH 5.5,Clostridium sporogenes ATCC 15579,3,0,0.32394281,0.95,0.033888889,5.4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
7,pH,pH 6.9,Clostridium sporogenes ATCC 15579,2,0.251440059,0.345442551,1.262,1.363333333,6.6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
7,pH,pH 6.9,Clostridium sporogenes ATCC 15579,2,0,0.373492287,1.257,0.033888889,6.6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
7,pH,pH 6.9,Clostridium sporogenes ATCC 15579,2,0.373133071,0.389211298,1.254,1.363333333,6.6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
8,pH,pH 7.4,Clostridium sporogenes ATCC 15579,1,0.411600056,0.383671911,1.091,1.363333333,7.4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
8,pH,pH 7.4,Clostridium sporogenes ATCC 15579,1,0.440540711,0.417264994,1.106,0.033888889,7.4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
8,pH,pH 7.4,Clostridium sporogenes ATCC 15579,1,0,0.441528663,1.096,1.363333333,7.4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
5,osmolality,condition 1: lowest osmolality,Clostridium symbiosum WAL-14673 HM-319,1,0.15782511,0.122057256,0.638,0.15782511,363,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
5,osmolality,condition 1: lowest osmolality,Clostridium symbiosum WAL-14673 HM-319,1,0.267222468,0.128563449,0.651,0.267222468,363,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
5,osmolality,condition 1: lowest osmolality,Clostridium symbiosum WAL-14673 HM-319,1,0.24317872,0.129130589,0.637,0.24317872,363,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,2,0.269558578,0.08820135,0.521,0.269558578,901,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,2,0,0.099879485,0.531,0,901,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,2,0.271340321,0.111805041,0.589,0.271340321,901,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,3,0,0,0,0,1166,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,3,0,0,0,0,1166,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,3,0,0,0,0,1166,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,4,0,0,0,0,1852,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,4,0,0,0,0,1852,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Clostridium symbiosum WAL-14673 HM-319,4,0,0,0,0,1852,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
9,pH,pH 4,Clostridium symbiosum WAL-14673 HM-319,4,0,0,0,0,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
9,pH,pH 4,Clostridium symbiosum WAL-14673 HM-319,4,0,0,0,0,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
9,pH,pH 4,Clostridium symbiosum WAL-14673 HM-319,4,0,0,0,0,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
10,pH,pH 5.5,Clostridium symbiosum WAL-14673 HM-319,3,0.395801567,0.108416987,0.385,0.395801567,5.6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
10,pH,pH 5.5,Clostridium symbiosum WAL-14673 HM-319,3,0.224214892,0.116219203,0.446,0.224214892,5.6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
10,pH,pH 5.5,Clostridium symbiosum WAL-14673 HM-319,3,0,0.116985231,0.454,0,5.6,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
11,pH,pH 6.9,Clostridium symbiosum WAL-14673 HM-319,2,0.282838522,0.165782843,0.865,0.282838522,6.7,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
11,pH,pH 6.9,Clostridium symbiosum WAL-14673 HM-319,2,0,0.187826794,0.923,0,6.7,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
11,pH,pH 6.9,Clostridium symbiosum WAL-14673 HM-319,2,0.239777044,0.187883362,0.965,0.239777044,6.7,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
12,pH,pH 7.4,Clostridium symbiosum WAL-14673 HM-319,1,0.191869038,0.142476477,0.738,0.191869038,7.5,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
12,pH,pH 7.4,Clostridium symbiosum WAL-14673 HM-319,1,0.188082195,0.14278338,0.801,0.188082195,7.5,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
12,pH,pH 7.4,Clostridium symbiosum WAL-14673 HM-319,1,0,0.148616002,0.828,0,7.5,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,,,,
3,osmolality,condition 1: lowest osmolality,Collinsella aerofaciens ATCC 25986,1,0.449359505,0.256260673,1.084,14.21916667,434,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
3,osmolality,condition 1: lowest osmolality,Collinsella aerofaciens ATCC 25986,1,0,0.262327466,1.136,11.55916667,434,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
3,osmolality,condition 1: lowest osmolality,Collinsella aerofaciens ATCC 25986,1,0.81116441,0.303887746,1.007,16.87944444,434,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Collinsella aerofaciens ATCC 25986,2,0,0.155614874,0.686,0.033888889,896,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Collinsella aerofaciens ATCC 25986,2,0.449195435,0.158523674,0.686,34.61527778,896,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Collinsella aerofaciens ATCC 25986,2,0.67189538,0.181284514,0.664,21.09111111,896,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Collinsella aerofaciens ATCC 25986,3,0,0,0,0,1173,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Collinsella aerofaciens ATCC 25986,3,0,0,0,0,1173,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Collinsella aerofaciens ATCC 25986,3,0,0,0,0,1173,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Collinsella aerofaciens ATCC 25986,4,0,0,0,0,1823,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Collinsella aerofaciens ATCC 25986,4,0,0,0,0,1823,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Collinsella aerofaciens ATCC 25986,4,0,0,0,0,1823,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
5,pH,pH 4,Collinsella aerofaciens ATCC 25986,4,0,0,0,0,4,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
5,pH,pH 4,Collinsella aerofaciens ATCC 25986,4,0,0,0,0,4,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
5,pH,pH 4,Collinsella aerofaciens ATCC 25986,4,0,0,0,0,4,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
6,pH,pH 5.5,Collinsella aerofaciens ATCC 25986,3,0.710037595,0.168367976,0.828,21.31277778,5.5,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
6,pH,pH 5.5,Collinsella aerofaciens ATCC 25986,3,0,0.175126748,0.812,20.86944444,5.5,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
6,pH,pH 5.5,Collinsella aerofaciens ATCC 25986,3,0.650008598,0.194485728,0.805,21.97805556,5.5,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
7,pH,pH 6.9,Collinsella aerofaciens ATCC 25986,2,0.412637535,0.208645031,0.955,16.65777778,7,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
7,pH,pH 6.9,Collinsella aerofaciens ATCC 25986,2,0.560514806,0.241611132,0.997,0.033888889,7,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
7,pH,pH 6.9,Collinsella aerofaciens ATCC 25986,2,0,0.309660259,1.048,17.32277778,7,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
8,pH,pH 7.4,Collinsella aerofaciens ATCC 25986,1,0.401509535,0.352283983,1.194,30.40277778,7.6,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
8,pH,pH 7.4,Collinsella aerofaciens ATCC 25986,1,0.548457028,0.414513845,0.95,0.033888889,7.6,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
8,pH,pH 7.4,Collinsella aerofaciens ATCC 25986,1,0,0.45875767,1.092,30.18111111,7.6,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,,,,
5,osmolality,condition 1: lowest osmolality,Desulfovibrio vulgaris ATCC 29579,1,Inf,0.206651365,1.107,Inf,363,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
5,osmolality,condition 1: lowest osmolality,Desulfovibrio vulgaris ATCC 29579,1,0,0.215194138,1.137,0,363,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
5,osmolality,condition 1: lowest osmolality,Desulfovibrio vulgaris ATCC 29579,1,42.57280267,0.228969258,1.143,42.57280267,363,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,2,0,0.139422116,0.957,0,901,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,2,-0.917584359,0.144338817,1.07,-0.917584359,901,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,2,-0.890023749,0.150342115,1.087,-0.890023749,901,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,3,-0.086577289,0.096007149,0.91,-0.086577289,1166,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,3,0,0.107020598,0.883,0,1166,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,3,-0.047361598,0.10797875,0.918,-0.047361598,1166,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,4,0,0.041621938,0.759,0,1852,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,4,-0.362013628,0.042932395,0.722,-0.362013628,1852,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Desulfovibrio vulgaris ATCC 29579,4,0.11555903,0.057011461,0.736,0.11555903,1852,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
9,pH,pH 4,Desulfovibrio vulgaris ATCC 29579,4,0,0,0,0,4,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
9,pH,pH 4,Desulfovibrio vulgaris ATCC 29579,4,0,0,0,0,4,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
9,pH,pH 4,Desulfovibrio vulgaris ATCC 29579,4,0,0,0,0,4,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
10,pH,pH 5.5,Desulfovibrio vulgaris ATCC 29579,3,0,0.13961284,1.016,0,5.6,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
10,pH,pH 5.5,Desulfovibrio vulgaris ATCC 29579,3,0.005083411,0.143501017,1.045,0.005083411,5.6,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
10,pH,pH 5.5,Desulfovibrio vulgaris ATCC 29579,3,-0.259490032,0.161251482,1.03,-0.259490032,5.6,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
11,pH,pH 6.9,Desulfovibrio vulgaris ATCC 29579,2,0,0.185683315,1.089,0,6.7,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,,
